,Unnamed: 0,name,ratings,displayNam,phone_numbers,nationalPhoneNumber,opening_hours_list,category,formattedAddress
98,98,AJMAL | أجمل,"(5⭐) Had a fantastic experience at Ajmal Perfume, Othaim Mall, Special thanks to ""Abdul Aziz""! His warm welcome, Kind behavior, expert guidance, and patience in helping me find the perfect fragrance made my visit memorable. Exceptional service! surely will visit again and again because of you Brother Abdul Aziz. - a year ago | (5⭐) I like the staff, very accommodating - a year ago | (4⭐) Good place for arabian fragrances. - 5 years ago | (4⭐) Nice - 12 months ago | (5⭐) To good - 2 years ago",AJMAL,+966 11 257 2370,011 257 2370,"Monday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Tuesday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Wednesday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Thursday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Friday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Saturday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM, Sunday: 12:30 – 5:30 PM, 8:30 PM – 2:30 AM",clothing_store,"Saffori land، Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
99,99,باسكن روبنز,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
100,100,الجوهي العالمية للعناية بالشعر والبشرة,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
101,101,البرنس تويز,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
102,102,Colin's Store,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
103,103,روفا للعبايات ROVA ABAYA,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
104,104,ستار سيتي للإتصالات,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
105,105,Shoexpress Othaim Hofuf,No Reviews,Al Hofuf,N/A,N/A,N/A,N/A,Al Hofuf Saudi Arabia
106,106,Moka & more,"(3⭐) Nice place, the coffee was good, but the forgot about our order and we had to remained them many times - 2 years ago | (1⭐) Refused to use the entertainer though we are not in holidays or weekend - 2 years ago | (4⭐) Good coffee and seating area - 2 years ago | (4⭐) I liked their crape - 7 years ago | (4⭐) Good - 5 years ago",موكا & مور,+966 55 222 0302,055 222 0302,"Monday: 9:30 AM – 11:30 PM, Tuesday: 9:30 AM – 11:30 PM, Wednesday: 9:30 AM – 11:30 PM, Thursday: 9:30 AM – 11:30 PM, Friday: 9:30 AM – 11:30 PM, Saturday: 9:30 AM – 11:30 PM, Sunday: 9:30 AM – 11:30 PM",cafe,"7454 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
107,107,ذي بودي شوب,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
108,108,المطعم الايراني فيروزي,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
109,109,Mobily Store - فرع موبايلي,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
110,110,OSN,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
111,111,ONTIME - The Timestylists اون تايم,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
112,112,فيكتوريا سيكريت,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
113,113,ورق عنب سارما العثيم,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
114,114,Zain KSA - Kiosk,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
115,115,ريتشل للعبايات,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
116,116,ايس كيوب ICECUBE,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
117,117,عبايات بلاك روز,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
118,118,روز موند للعطور,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
119,119,NYX professional makeup نكس,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
120,120,MINISO | ميني سو العثيم مول الاحساء,"(5⭐) المكان جميل جدا بترتيبه . وسعة مساحته وتنوع مافيه .
ساحر لكل الفئات العمرية خصوصا المراهقات .
البضاعه جيدة ومنوعة من أدوات مطبخ بسيطة كالاكواب ، والمناديل بأنواعها والعطورات ، والدمى القطنية ، والأدوات المدرسية. والفوط ، واكسسورات الشعر ، والحقائب بأنواعها . واحذيه البيت . وألعاب الأطفال .
الأسعار مناسبه . - 3 weeks ago | (2⭐) تعامل الموظفات الكاشير جدا بارد ولا يتجاوبون معي 👎🏼 - 2 months ago | (5⭐) No Review - 2 weeks ago | (5⭐) No Review - 2 months ago",ميني سو العثيم مول الرياض,+966 9200 20147,9200 20147,"Monday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM, Tuesday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM, Wednesday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM, Thursday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM, Friday: 1:30 – 5:00 PM, 8:30 PM – 2:30 AM, Saturday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM, Sunday: 11:30 AM – 5:00 PM, 8:30 PM – 2:30 AM",store,"مخرج 14, Eastern Ring Branch Rd, حي الربوة, Riyadh 12839, Saudi Arabia"
121,121,Oud Elite,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
122,122,أوليفر براون,"(4⭐) Everything is good. The best café in Othaim Mall 😍. Recommended 👍 - 4 years ago | (1⭐) VERY BAD CUSTOMER SERVICE

Everyday I visit Oliver Brown cafe, usually during the after noon, the employees there are very welcoming during this time.

Today, I went to the cafe in the morning at about 10 am, it was closed and no one was there knowing that it usually opens about 8 to 9 am. I waited for about one hour and no one came. I went to a near coffee shop and I bought coffee.

After about half an hour the employee came, and she starting saying that we cannot drink our coffee there. So I ordered from her 2 cups  but she was very rude and she treated us very badly. She was insisting on us to buy desert from her otherwise we cannot stay. Also she said that we had to stay at the cafe from where we bought the coffee from, so we left.

Unfortunatly, it is my last time for me visiting this cafe.

I was extremely disappointed with this experience and the way that we got treated.

I strongly advise to seek for another cafe nearby to have a pleasant and enjoyable experience.

Its truly a shame that such a beuitiful space is marred by such a customer service experience. - a year ago | (2⭐) I love their mugs , actually bought 2 to add to my collection. ( 2 stars for the coffee mugs)
The coffee was ok.. nothing special
Just another mall coffee shop..

I don’t think I will last due to the competition in serving coffee in the mall - 6 years ago | (1⭐) We ordered cappuccino, mojito, and pink chocolate milkshake and cake. The cappuccino is inedible, the cake is oily. It’s not made with milk, it’s made with water!! They got our order wrong and served us the wrong drinks. I could not finish my milkshake as it was way too sweet. They did not have any diet sugar unlike all other cafés we have been to in Riyadh. My aunt was very disappointed and could not have anything to drink because she is diabetic. The food was unpleasant and very oily, especially the English cake. Overall, it was a very disappointing and unpleasant experience that was a complete shock to our expectations.

If I could give 0 stars, I would. - a year ago | (5⭐) This coconut hot chocolate is DELICIOUS!!!!!! I Highly recommend everyone to try this, it is so rich yet coconuty. - 2 years ago",Oliver Brown Cafe,+966 58 138 7100,058 138 7100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: Closed, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",cafe,"7454 Eastern Ring Branch Rd Ar Rabwah Riyadh 12839 4088 Eastern Ring Branch Rd, 4088, Ar Rabwah, Riyadh 12839, Saudi Arabia"
123,123,THE FACE SHOP ذا فيس شوب,(5⭐) I love Dr. Belmeur foam cleanser it has helped me in soothing my skin and making my skin clear love this product 10/10 - 4 years ago | (5⭐) Organic stuffs and it helped my skin alot. - 7 years ago | (5⭐) Original products and great service - 3 years ago | (3⭐) Below average shop for small accessories - 5 years ago | (5⭐) الصراحة عن تجربة مرة حلو رخيص والماسكات والكريمات روعة انا جربت الخيار والتوت والشيا انصحكم في عنده ماسكات طبيعية ونزلو فترة ملمع شفاه الريحة نار انا ما استخدم ماسكات غير من عنده - 5 years ago,THE FACE SHOP ذا فيس شوب,+966 9200 12824,9200 12824,N/A,store,"Othaim Mall, Eastern Ring Branch Road, Riyadh Saudi Arabia, الربوة، الرياض 12839, Saudi Arabia"
124,124,Barkadelo,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
125,125,Claire's,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
126,126,Kiabi,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
127,127,مركز التبرع بالدم (وزارة الصحة) داخل مجمع العثيم,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
128,128,Next,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
129,129,أبيات,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
130,130,Krispy Kreme,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
131,131,ماريمبا,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
132,132,انكل فلافي Uncle Fluffy Ahsa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
133,133,Green Dragon Restaurant,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
134,134,CinnZeo Coffee سينزيو,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
135,135,Blooming Othaim Mall Al Ahsa | بلومنج العثيم مول الاحساء,No Reviews,Al Hofuf,N/A,N/A,N/A,N/A,Al Hofuf Saudi Arabia
136,136,Mothercare,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
137,137,المكتبة الوطنية الجديدة,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
138,138,الباذر ذهب الماس,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
139,139,Uptown,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
140,140,Daiso. دايسو,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
141,141,مطاعم المذاق العراقي الاكسبرس,No Reviews,Iraq,N/A,N/A,N/A,N/A,Iraq
142,142,nichii - Al Othaim Mall AL HASA,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
143,143,عطور رسيس | Rasees Perfumes,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
144,144,نعومي العثيمو مول الاحساء,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
145,145,كيو&ايه Q&A,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
146,146,بيوتي سيكرتس - Beauty Secrets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
147,147,Indian Kitchen Express,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
148,148,Cinnabon,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
149,149,Milano,No Reviews,Milan,N/A,N/A,N/A,N/A,"Milan, Metropolitan City of Milan, Italy"
150,150,Victoria's Secret Beauty & Accessories,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
151,151,جهاز خدمة أبشر,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
152,152,Skechers - Al Othaim Mall - Al Ahsa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
153,153,Olabs Café and Roastery | مقهى ومحمصة اولابز,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
154,154,صلة,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
155,155,Wafi,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
156,156,M.A.C,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
157,157,"FACES - Othaim Mall, Hassa",(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
158,158,GIORDANO | جيوردانو,(5⭐) V.good - 4 months ago | (2⭐) This outlet appears closed everytime. - a year ago | (5⭐) Good service and nice clothes - 3 years ago | (5⭐) خالد العنزي كان متعاون معنا ماشاءالله وعرف كيف يقنعنا ولسانه طيب مع الزباين يعطيه الف عافيه ما قصر - 5 months ago | (4⭐) المعاملة ممتازة . الأسعار مرتفعة نوعاً ما. لكن وقت التخفيضات أسعارهم تكون مناسبة جداً. - 3 years ago,GIORDANO | جيوردانو,+966 800 111 0128,800 111 0128,"Monday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM, Tuesday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM, Wednesday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM, Thursday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM, Friday: 2:30 – 5:30 PM, 7:00 PM – 2:00 AM, Saturday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM, Sunday: 12:30 – 5:30 PM, 8:30 PM – 2:00 AM",clothing_store,"العثيم مول Othaim Mall، مخرج 14، Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
159,159,بوشاك العثيم مول | POSHAK Othaim Mall - Hassa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
160,160,Barakat Optical | نظارات البركات,"(1⭐) Worst place I have ever tried to get glasses from. Bought a pair and they could not get the progressive lenses right, return them and asked for my money back, they declined. After a few months tried again to claim the glasses with a new frame and this time they neven got the prescription wrong, incredible. Had to got to an outisde optician to verify the glasses and proof to them they were wrong, have spend time and money and still I don't have my glasses. I do not recommend this place at all.

Was asked to call a phone number and spoke with the person but no solution given. Refrain from purchasing anything is this optical store is terrible. - a month ago | (5⭐) Very accomodating employees/staff, very
informative and well in consultation eye doctor, the place is very neat and very convenient to customer. Looking forward to see them again. - a year ago | (4⭐) We visited on Sunday night. We spoke to an excellent assistant who was polite and explained our options very well although we took a long time decided what we wanted. - 5 years ago | (1⭐) Arrived at 20:16. Shop was supposed to be open till 23:00. One guy sat there and gestured it was closed. Obviously Barakat don’t want the business.
Third place we visited and the same situation. - 5 years ago | (5⭐) Thx Mr Mohamed fekry For your good service - 2 years ago",Barakat Optical | نظارات البركات,+966 11 253 5226,011 253 5226,"Monday: 11:00 AM – 5:00 PM, 9:00 PM – 2:00 AM, Tuesday: 11:00 AM – 5:00 PM, 8:00 PM – 2:00 AM, Wednesday: 11:00 AM – 5:00 PM, 8:00 PM – 2:00 AM, Thursday: 11:00 AM – 5:00 PM, 8:00 PM – 2:00 AM, Friday: 8:00 PM – 2:00 AM, Saturday: 11:00 AM – 5:00 PM, 8:00 PM – 2:00 AM, Sunday: 11:00 AM – 5:00 PM, 8:00 PM – 2:00 AM",store,"Granada Mall, Eastern Ring Rd, Ghirnatah, Riyadh 13241, Saudi Arabia"
161,161,Vitamin Palace | قصر الفيتامين,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
162,162,Popeyes - Othaim Al Ahsa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
163,163,كليركوت Clear Coat | Mobile Outfitters,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
164,164,OZEN ABYA | عباية اوزن,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
165,165,العثيم بوابة 3,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
166,166,Domino's دومينوز,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
167,167,Al-Herbish Optics الحربش للبصريات,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
168,168,الرشاقة السعيدة,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
169,169,ORANGE BED & BATH | اورنج بيد & باث,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
170,170,عيادة جلدية-مراكز رام الطبية- عيادات رام,No Reviews,Eastern Ring Branch Road & Exit 14,N/A,N/A,N/A,intersection,"Eastern Ring Branch Road & Exit 14, Ar Rabwah, Riyadh 12824, Saudi Arabia"
171,171,صالون رواد الاطفال للحلاقة,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
172,172,H&M,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
173,173,حسن النمر للمجوهرات العثيم مول الاحساء,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
174,174,ضيافة الطفل الخارق للاطفال,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
175,175,Nahdi pharmacy | صيدليه النهدى,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
176,176,شاورما كنج | Shawarma King,"(1⭐) Every step behaviour is very bad,
Everyone Don't know how to face customers and delivery man,
Online delivery service very bad, - 2 months ago | (5⭐) food safety is very good  and all staff hygiene is Very smart - a month ago | (5⭐) Good 👍😊 - 2 months ago | (5⭐) Shawarma King good - a month ago | (5⭐) Good 👍 - a month ago",شاورما كنج | Shawarma King,+966 55 429 2979,055 429 2979,"Monday: 1:00 PM – 1:00 AM, Tuesday: 1:00 PM – 1:00 AM, Wednesday: 1:00 PM – 1:00 AM, Thursday: 1:00 PM – 1:00 AM, Friday: 1:00 PM – 1:00 AM, Saturday: 1:00 PM – 1:00 AM, Sunday: 1:00 PM – 1:00 AM",middle_eastern_restaurant,"Othaim Mall, يقع داخل العثيم مول, Exit 15، الطريق الدائري الشرقي الفرعي، الربوة، الرياض 12839, Saudi Arabia"
